TagsConcatenated,ProjectName,AssigneeLogin,Complexity,EstimationError,SuccessGrade,IssueType,Summary,ReviewRefuses,TestRefuses,IdReadable
React,Average project,Joe_Cobb,Junior,-0.19,3,Feature,sample,3,1,AVG-0595
Dotnet,Average project,Adam_Lucas,Middle,0.08,3,Bug,sample,2,1,AVG-0596
"DevOps,Postgres",Average project,Adam_Lucas,Junior,0.09,3,Feature,sample,3,1,AVG-0597
DevOps,Average project,Rafael_Welch,Junior,-0.1,3,Feature,sample,2,0,AVG-0598
"Dotnet,Postgres",Average project,Joe_Cobb,Senior,0.04,3,Feature,sample,1,2,AVG-0599
"DevOps,Postgres",Average project,James_Taylor,Middle,0.05,3,Bug,sample,2,0,AVG-0600
Dotnet,Average project,Mark_Davis,Middle,-0.59,2,Feature,sample,3,1,AVG-0601
"DevOps,Postgres",Average project,Dale_Marshall,Middle,0.05,2,Feature,sample,3,1,AVG-0602
Dotnet,Average project,Dale_Marshall,Junior,0.46,2,Feature,sample,2,4,AVG-0603
DevOps,Average project,Adam_Lucas,Middle,0.29,2,Bug,sample,2,2,AVG-0604
Dotnet,Average project,Rafael_Welch,Middle,-0.06,2,Feature,sample,2,2,AVG-0605
DevOps,Average project,Mark_Davis,Junior,0.78,2,Task,sample,2,2,AVG-0606
Dotnet,Average project,Adam_Lucas,Senior,0.67,2,Bug,sample,2,4,AVG-0607
DevOps,Average project,Adam_Lucas,Middle,-0.36,2,Feature,sample,3,2,AVG-0608
Dotnet,Average project,Adam_Lucas,Middle,0.62,2,Feature,sample,2,3,AVG-0609
"Dotnet,Postgres",Average project,Joe_Cobb,Junior,0.27,2,Feature,sample,2,2,AVG-0610
Dotnet,Average project,Joe_Cobb,Middle,0.04,2,Task,sample,4,2,AVG-0611
React,Average project,Ron_Alexander,Senior,0.71,2,Task,sample,2,4,AVG-0612
Dotnet,Average project,Joe_Cobb,Middle,-0.34,2,Feature,sample,3,1,AVG-0613
DevOps,Average project,Rafael_Welch,Middle,0.53,2,Feature,sample,4,1,AVG-0614
DevOps,Average project,Rafael_Welch,Middle,0.16,2,Task,sample,4,1,AVG-0615
Dotnet,Average project,Joe_Cobb,Junior,-0.19,2,Feature,sample,4,2,AVG-0616
React,Average project,Rafael_Welch,Senior,-0.41,2,Feature,sample,3,2,AVG-0617
DevOps,Average project,Rafael_Welch,Junior,-0.65,2,Feature,sample,4,1,AVG-0618
"DevOps,Postgres",Average project,Dale_Marshall,Junior,0.52,2,Task,sample,4,2,AVG-0619
DevOps,Average project,Adam_Lucas,Middle,-0.67,2,Feature,sample,3,1,AVG-0620
React,Average project,Joe_Cobb,Senior,0.59,2,Bug,sample,3,2,AVG-0621
React,Average project,Joe_Cobb,Junior,0.62,2,Bug,sample,2,3,AVG-0622
React,Average project,Dale_Marshall,Junior,0.41,2,Feature,sample,4,2,AVG-0623
Dotnet,Average project,Dale_Marshall,Senior,-0.29,2,Task,sample,2,3,AVG-0624
React,Average project,Adam_Lucas,Middle,0.62,2,Feature,sample,3,1,AVG-0625
Dotnet,Average project,Ron_Alexander,Senior,0.18,2,Task,sample,3,1,AVG-0626
Dotnet,Average project,James_Taylor,Junior,-0.24,2,Bug,sample,2,4,AVG-0627
React,Average project,Adam_Lucas,Junior,0.59,2,Task,sample,4,1,AVG-0628
Dotnet,Average project,James_Taylor,Senior,0.31,2,Bug,sample,3,2,AVG-0629
React,Average project,Adam_Lucas,Middle,-0.32,2,Bug,sample,3,1,AVG-0630
Dotnet,Average project,Joe_Cobb,Middle,0.23,2,Bug,sample,3,1,AVG-0631
"DevOps,Postgres",Average project,Mark_Davis,Middle,-0.62,2,Bug,sample,3,2,AVG-0632
React,Average project,Dale_Marshall,Senior,0.03,2,Bug,sample,4,1,AVG-0633
Dotnet,Average project,James_Taylor,Senior,-0.58,2,Feature,sample,3,2,AVG-0634
React,Average project,Ron_Alexander,Middle,-0.41,2,Feature,sample,4,1,AVG-0635
React,Average project,Mark_Davis,Middle,-0.58,2,Bug,sample,2,2,AVG-0636
React,Average project,Ron_Alexander,Senior,-0.38,2,Bug,sample,3,2,AVG-0637
DevOps,Average project,Mark_Davis,Junior,-0.55,2,Bug,sample,4,2,AVG-0638
"DevOps,Postgres",Average project,James_Taylor,Middle,-0.27,2,Bug,sample,2,3,AVG-0639
Dotnet,Average project,Mark_Davis,Junior,0.05,2,Task,sample,4,2,AVG-0640
React,Average project,Rafael_Welch,Middle,0.61,1,Feature,sample,6,4,AVG-0641
Dotnet,Average project,Rafael_Welch,Junior,0.7,1,Feature,sample,4,6,AVG-0642
Dotnet,Average project,Rafael_Welch,Middle,-0.71,1,Feature,sample,4,3,AVG-0643
"Dotnet,Postgres",Average project,James_Taylor,Junior,-1.01,1,Feature,sample,5,6,AVG-0644
DevOps,Average project,Dale_Marshall,Middle,1.16,1,Bug,sample,6,5,AVG-0645
"DevOps,Postgres",Average project,Rafael_Welch,Senior,-0.42,1,Bug,sample,4,4,AVG-0646
React,Average project,James_Taylor,Middle,-0.2,1,Feature,sample,5,5,AVG-0647
DevOps,Average project,Joe_Cobb,Senior,0.3,1,Bug,sample,6,3,AVG-0648
Dotnet,Average project,Ron_Alexander,Junior,-0.56,1,Feature,sample,5,5,AVG-0649
Dotnet,Average project,Rafael_Welch,Middle,0.48,1,Task,sample,3,6,AVG-0650
"Dotnet,Postgres",Average project,Joe_Cobb,Senior,0.42,1,Bug,sample,5,6,AVG-0651
React,Average project,Rafael_Welch,Junior,0.83,1,Feature,sample,3,5,AVG-0652
"Dotnet,Postgres",Average project,Mark_Davis,Junior,1.04,1,Bug,sample,4,4,AVG-0653
DevOps,Average project,Ron_Alexander,Middle,0.14,1,Feature,sample,6,3,AVG-0654
"Dotnet,Postgres",Average project,Joe_Cobb,Middle,-0.39,1,Bug,sample,5,6,AVG-0655
"Dotnet,Postgres",Average project,Adam_Lucas,Junior,1.27,1,Feature,sample,4,6,AVG-0656
Dotnet,Average project,James_Taylor,Middle,1.31,1,Feature,sample,6,5,AVG-0657
DevOps,Average project,Mark_Davis,Junior,-0.32,1,Task,sample,5,6,AVG-0658
React,Average project,Ron_Alexander,Middle,0.64,1,Bug,sample,6,3,AVG-0659
React,Average project,Dale_Marshall,Senior,0.05,1,Task,sample,6,4,AVG-0660
